onset	duration	sample	sub_block	trial	focus_modality	event_type	attention_status	task_role	condition	event_code	cond_code
1.02	n/a	256	0	0	visual	pause_recording	n/a	n/a	attend_visual	202	2
44.028	n/a	11008	0	0	visual	pause_recording	n/a	n/a	attend_visual	202	2
47.1	n/a	11776	0	0	visual	pause_recording	n/a	n/a	attend_visual	202	2
51.836	n/a	12960	1	0	visual	look_word	unattended	cue_visual	attend_visual	2	2
52.232	n/a	13059	1	1	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
52.588	n/a	13148	1	1	visual	button_press	n/a	target_detected	attend_visual	201	2
52.796	n/a	13200	1	2	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
53.5	n/a	13376	1	3	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
54.256	n/a	13565	1	4	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
54.616	n/a	13655	1	5	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
55.276	n/a	13820	1	6	visual	high_tone	unattended	infrequent_stimulus	attend_visual	3	2
55.512	n/a	13879	1	7	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
55.992	n/a	13999	1	8	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
56.748	n/a	14188	1	9	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
57.532	n/a	14384	1	10	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
57.8	n/a	14451	1	11	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
58.124	n/a	14532	2	11	visual	hear_word	unattended	cue_visual	attend_visual	1	2
58.628	n/a	14658	2	12	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
59.316	n/a	14830	2	13	visual	high_tone	unattended	infrequent_stimulus	attend_visual	3	2
59.732	n/a	14934	2	14	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
60.124	n/a	15032	2	15	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
60.332	n/a	15084	3	15	visual	look_word	unattended	cue_visual	attend_visual	2	2
60.7	n/a	15176	3	16	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
61.428	n/a	15358	3	17	visual	light_bar	attended	infrequent_stimulus	attend_visual	4	2
61.792	n/a	15449	3	17	visual	button_press	n/a	target_detected	attend_visual	201	2
