onset	duration	sample	event_code	cond_code
42.3	n/a	10576	201	2
43.076	n/a	10770	6	2
43.788	n/a	10948	4	2
44.12	n/a	11031	6	2
44.184	n/a	11047	201	2
44.928	n/a	11233	5	2
45.48	n/a	11371	4	2
45.856	n/a	11465	201	2
45.94	n/a	11486	5	2
46.572	n/a	11644	6	2
47.336	n/a	11835	6	2
47.672	n/a	11919	5	2
48.384	n/a	12097	1	2
48.776	n/a	12195	6	2
49.088	n/a	12273	3	2
49.42	n/a	12356	5	2
49.936	n/a	12485	6	2
50.168	n/a	12543	4	2
50.46	n/a	12616	201	2
50.532	n/a	12634	5	2
51.3	n/a	12826	3	2
51.544	n/a	12887	6	2
51.76	n/a	12941	5	2
52.008	n/a	13003	3	2
52.704	n/a	13177	6	2
52.932	n/a	13234	5	2
53.336	n/a	13335	2	2
53.748	n/a	13438	6	2
53.952	n/a	13489	3	2
54.348	n/a	13588	5	2
54.892	n/a	13724	6	2
55.236	n/a	13810	5	2
55.588	n/a	13898	6	2
56.272	n/a	14069	5	2
56.74	n/a	14186	5	2
57.18	n/a	14296	6	2
57.544	n/a	14387	6	2
58.332	n/a	14584	5	2
58.62	n/a	14656	6	2
58.832	n/a	14709	1	2
59.332	n/a	14834	6	2
59.656	n/a	14915	3	2
60.04	n/a	15011	5	2
60.668	n/a	15168	3	2
60.9	n/a	15226	5	2
61.204	n/a	15302	6	2
61.544	n/a	15387	5	2
61.968	n/a	15493	6	2
62.584	n/a	15647	5	2
63.02	n/a	15756	3	2
63.26	n/a	15816	4	2
63.576	n/a	15895	5	2
63.584	n/a	15897	201	2
64.004	n/a	16002	6	2
64.232	n/a	16059	5	2
64.98	n/a	16246	2	2
65.332	n/a	16334	6	2
65.72	n/a	16431	3	2
66.192	n/a	16549	6	2
66.492	n/a	16624	4	2
66.804	n/a	16702	5	2
66.816	n/a	16705	201	2
67.42	n/a	16856	6	2
68.092	n/a	17024	5	2
68.728	n/a	17183	6	2
69.144	n/a	17287	5	2
69.856	n/a	17465	6	2
70.536	n/a	17635	1	2
71.004	n/a	17752	5	2
71.396	n/a	17850	5	2
72.092	n/a	18024	6	2
72.836	n/a	18210	6	2
73.116	n/a	18280	3	2
73.72	n/a	18431	5	2
74.244	n/a	18562	6	2
74.64	n/a	18661	5	2
75.136	n/a	18785	5	2
75.388	n/a	18848	2	2
75.744	n/a	18937	5	2
76.064	n/a	19017	3	2
76.564	n/a	19142	4	2
76.832	n/a	19209	201	2
76.88	n/a	19221	6	2
77.164	n/a	19292	5	2
77.692	n/a	19424	6	2
77.976	n/a	19495	4	2
78.284	n/a	19572	201	2
78.372	n/a	19594	6	2
78.916	n/a	19730	5	2
79.732	n/a	19934	6	2
80.128	n/a	20033	6	2
80.368	n/a	20093	1	2
80.696	n/a	20175	5	2
81.04	n/a	20261	4	2
81.38	n/a	20346	201	2
81.76	n/a	20441	5	2
82.432	n/a	20609	6	2
83.044	n/a	20762	5	2
83.808	n/a	20953	6	2
84.536	n/a	21135	4	2
84.904	n/a	21227	201	2
85.64	n/a	21411	5	2
86.076	n/a	21520	6	2
86.852	n/a	21714	5	2
87.632	n/a	21909	2	2
88.148	n/a	22038	5	2
88.828	n/a	22208	6	2
89.124	n/a	22282	4	2
89.432	n/a	22359	201	2
89.804	n/a	22452	6	2
90.072	n/a	22519	6	2
90.864	n/a	22717	1	2
91.292	n/a	22824	5	2
92.016	n/a	23005	5	2
92.688	n/a	23173	4	2
92.936	n/a	23235	6	2
93.008	n/a	23253	201	2
93.516	n/a	23380	5	2
93.748	n/a	23438	6	2
94.244	n/a	23562	5	2
95.04	n/a	23761	5	2
95.604	n/a	23902	4	2
95.924	n/a	23982	201	2
96.252	n/a	24064	6	2
97.028	n/a	24258	6	2
97.36	n/a	24341	6	2
97.82	n/a	24456	5	2
98.468	n/a	24618	2	2
98.924	n/a	24732	5	2
99.484	n/a	24872	4	2
99.716	n/a	24930	6	2
99.788	n/a	24948	201	2
100.08	n/a	25021	6	2
100.792	n/a	25199	4	2
101.112	n/a	25279	201	2
101.42	n/a	25356	6	2
102.216	n/a	25555	1	2
102.648	n/a	25663	6	2
103.192	n/a	25799	5	2
103.508	n/a	25878	3	2
103.888	n/a	25973	5	2
104.556	n/a	26140	5	2
105.016	n/a	26255	6	2
105.364	n/a	26342	5	2
106.16	n/a	26541	5	2
106.808	n/a	26703	2	2
107.172	n/a	26794	6	2
107.696	n/a	26925	3	2
108.396	n/a	27100	6	2
108.68	n/a	27171	6	2
108.964	n/a	27242	5	2
109.324	n/a	27332	6	2
109.78	n/a	27446	5	2
110.32	n/a	27581	6	2
110.764	n/a	27692	5	2
111.296	n/a	27825	3	2
111.528	n/a	27883	6	2
111.892	n/a	27974	5	2
112.16	n/a	28041	6	2
112.796	n/a	28200	1	2
113.168	n/a	28293	6	2
113.78	n/a	28446	3	2
114.54	n/a	28636	5	2
114.924	n/a	28732	5	2
115.472	n/a	28869	5	2
116.076	n/a	29020	3	2
116.452	n/a	29114	6	2
116.844	n/a	29212	5	2
117.088	n/a	29273	5	2
117.856	n/a	29465	2	2
118.324	n/a	29582	6	2
118.704	n/a	29677	4	2
118.952	n/a	29739	6	2
119.028	n/a	29758	201	2
119.332	n/a	29834	6	2
119.812	n/a	29954	5	2
120.244	n/a	30062	6	2
120.576	n/a	30145	6	2
121.204	n/a	30302	3	2
121.588	n/a	30398	6	2
121.94	n/a	30486	1	2
122.34	n/a	30586	5	2
122.852	n/a	30714	5	2
123.26	n/a	30816	6	2
124.036	n/a	31010	5	2
124.42	n/a	31106	6	2
124.968	n/a	31243	4	2
125.348	n/a	31338	201	2
125.684	n/a	31422	5	2
126.144	n/a	31537	6	2
126.616	n/a	31655	5	2
127.12	n/a	31781	6	2
127.42	n/a	31856	5	2
127.732	n/a	31934	2	2
128.12	n/a	32031	5	2
128.48	n/a	32121	6	2
128.744	n/a	32187	6	2
129.292	n/a	32324	6	2
129.64	n/a	32411	4	2
129.968	n/a	32493	201	2
130.072	n/a	32519	5	2
130.568	n/a	32643	6	2
131.08	n/a	32771	4	2
131.396	n/a	32850	6	2
131.46	n/a	32866	201	2
131.928	n/a	32983	6	2
132.732	n/a	33184	1	2
133.052	n/a	33264	5	2
133.384	n/a	33347	4	2
133.72	n/a	33431	201	2
133.84	n/a	33461	5	2
134.192	n/a	33549	3	2
134.984	n/a	33747	5	2
135.74	n/a	33936	6	2
136.108	n/a	34028	5	2
136.336	n/a	34085	6	2
136.712	n/a	34179	5	2
148.424	n/a	37107	1	1
148.86	n/a	37216	5	1
149.216	n/a	37305	5	1
149.832	n/a	37459	6	1
150.48	n/a	37621	6	1
151.072	n/a	37769	5	1
151.524	n/a	37882	6	1
151.84	n/a	37961	3	1
152.152	n/a	38039	5	1
152.348	n/a	38088	201	1
152.592	n/a	38149	5	1
152.948	n/a	38238	2	1
153.32	n/a	38331	5	1
153.676	n/a	38420	4	1
154.408	n/a	38603	6	1
154.62	n/a	38656	6	1
155.312	n/a	38829	5	1
155.584	n/a	38897	6	1
155.848	n/a	38963	6	1
156.444	n/a	39112	4	1
156.836	n/a	39210	5	1
157.172	n/a	39294	6	1
157.44	n/a	39361	6	1
157.68	n/a	39421	1	1
158.184	n/a	39547	6	1
158.656	n/a	39665	3	1
159.08	n/a	39771	5	1
159.44	n/a	39861	5	1
159.928	n/a	39983	5	1
160.176	n/a	40045	5	1
160.484	n/a	40122	3	1
160.812	n/a	40204	201	1
160.876	n/a	40220	5	1
161.516	n/a	40380	5	1
161.764	n/a	40442	2	1
162.128	n/a	40533	6	1
162.392	n/a	40599	6	1
162.74	n/a	40686	3	1
163.036	n/a	40760	201	1
163.452	n/a	40864	6	1
163.96	n/a	40991	5	1
164.248	n/a	41063	6	1
164.74	n/a	41186	5	1
165.408	n/a	41353	6	1
166.196	n/a	41550	1	1
166.66	n/a	41666	5	1
167.284	n/a	41822	5	1
167.928	n/a	41983	4	1
168.34	n/a	42086	6	1
168.928	n/a	42233	5	1
169.252	n/a	42314	6	1
169.672	n/a	42419	5	1
170.308	n/a	42578	5	1
170.86	n/a	42716	4	1
171.64	n/a	42911	6	1
172.284	n/a	43072	6	1
172.568	n/a	43143	6	1
173.064	n/a	43267	5	1
173.304	n/a	43327	2	1
173.704	n/a	43427	5	1
174.024	n/a	43507	4	1
174.292	n/a	43574	6	1
174.72	n/a	43681	6	1
175.12	n/a	43781	3	1
175.464	n/a	43867	201	1
175.6	n/a	43901	5	1
175.912	n/a	43979	5	1
176.692	n/a	44174	6	1
177.308	n/a	44328	4	1
177.952	n/a	44489	6	1
178.632	n/a	44659	4	1
178.848	n/a	44713	6	1
179.328	n/a	44833	6	1
179.6	n/a	44901	1	1
179.968	n/a	44993	5	1
180.304	n/a	45077	4	1
181.096	n/a	45275	5	1
181.796	n/a	45450	6	1
182.58	n/a	45646	5	1
183.356	n/a	45840	6	1
184.052	n/a	46014	4	1
184.372	n/a	46094	5	1
185.084	n/a	46272	5	1
185.708	n/a	46428	6	1
186.312	n/a	46579	5	1
187.016	n/a	46755	2	1
187.464	n/a	46867	6	1
187.764	n/a	46942	4	1
188.208	n/a	47053	6	1
188.712	n/a	47179	5	1
189.08	n/a	47271	3	1
189.404	n/a	47352	6	1
189.496	n/a	47375	201	1
189.784	n/a	47447	5	1
190.164	n/a	47542	6	1
190.58	n/a	47646	6	1
191.36	n/a	47841	1	1
191.772	n/a	47944	6	1
192.46	n/a	48116	3	1
192.952	n/a	48239	201	1
193.236	n/a	48310	5	1
193.644	n/a	48412	5	1
194.124	n/a	48532	5	1
194.624	n/a	48657	3	1
194.936	n/a	48735	6	1
194.956	n/a	48740	201	1
195.216	n/a	48805	5	1
195.436	n/a	48860	5	1
195.736	n/a	48935	2	1
196.164	n/a	49042	6	1
196.96	n/a	49241	4	1
197.644	n/a	49412	5	1
198.052	n/a	49514	6	1
198.564	n/a	49642	6	1
199.036	n/a	49760	5	1
199.28	n/a	49821	6	1
199.86	n/a	49966	6	1
200.516	n/a	50130	1	1
200.956	n/a	50240	5	1
201.332	n/a	50334	6	1
201.568	n/a	50393	5	1
201.832	n/a	50459	4	1
202.316	n/a	50580	5	1
202.7	n/a	50676	3	1
203.02	n/a	50756	201	1
203.376	n/a	50845	5	1
204.052	n/a	51014	6	1
204.432	n/a	51109	5	1
205.232	n/a	51309	2	1
205.6	n/a	51401	5	1
205.956	n/a	51490	6	1
206.304	n/a	51577	6	1
206.968	n/a	51743	6	1
207.26	n/a	51816	5	1
207.496	n/a	51875	4	1
207.764	n/a	51942	6	1
208.484	n/a	52122	5	1
208.824	n/a	52207	6	1
209.088	n/a	52273	4	1
209.816	n/a	52455	6	1
210.532	n/a	52634	5	1
211.08	n/a	52771	3	1
211.612	n/a	52904	201	1
211.788	n/a	52948	4	1
212.584	n/a	53147	5	1
212.864	n/a	53217	5	1
213.136	n/a	53285	1	1
213.632	n/a	53409	5	1
214.308	n/a	53578	3	1
214.788	n/a	53698	5	1
215.56	n/a	53891	5	1
215.944	n/a	53987	5	1
216.232	n/a	54059	5	1
216.552	n/a	54139	2	1
216.944	n/a	54237	6	1
217.28	n/a	54321	5	1
217.64	n/a	54411	3	1
218.084	n/a	54522	201	1
218.22	n/a	54556	6	1
218.616	n/a	54655	6	1
219.108	n/a	54778	3	1
219.636	n/a	54910	201	1
219.676	n/a	54920	6	1
220.156	n/a	55040	5	1
220.952	n/a	55239	5	1
221.268	n/a	55318	6	1
221.592	n/a	55399	1	1
222.096	n/a	55525	6	1
222.444	n/a	55612	3	1
222.752	n/a	55689	5	1
222.968	n/a	55743	201	1
223.38	n/a	55846	3	1
223.8	n/a	55951	5	1
224.052	n/a	56014	6	1
224.452	n/a	56114	5	1
224.712	n/a	56179	6	1
225.332	n/a	56334	5	1
225.756	n/a	56440	3	1
226.056	n/a	56515	4	1
226.476	n/a	56620	5	1
227.068	n/a	56768	6	1
227.316	n/a	56830	5	1
227.664	n/a	56917	2	1
228.084	n/a	57022	5	1
228.872	n/a	57219	6	1
229.236	n/a	57310	4	1
229.768	n/a	57443	6	1
230.532	n/a	57634	6	1
230.812	n/a	57704	5	1
231.424	n/a	57857	4	1
232.104	n/a	58027	6	1
232.616	n/a	58155	6	1
232.888	n/a	58223	5	1
233.264	n/a	58317	6	1
233.512	n/a	58379	5	1
234.136	n/a	58535	1	1
234.508	n/a	58628	6	1
235.028	n/a	58758	5	1
235.388	n/a	58848	3	1
235.608	n/a	58903	5	1
235.86	n/a	58966	201	1
236.28	n/a	59071	5	1
236.792	n/a	59199	6	1
237.004	n/a	59252	5	1
237.716	n/a	59430	5	1
238.436	n/a	59610	2	1
238.816	n/a	59705	6	1
239.048	n/a	59763	4	1
239.792	n/a	59949	6	1
240.244	n/a	60062	5	1
240.868	n/a	60218	5	1
241.448	n/a	60363	6	1
242.116	n/a	60530	3	1
242.48	n/a	60621	201	1
242.744	n/a	60687	6	1
243.444	n/a	60862	1	1
243.968	n/a	60993	6	1
244.228	n/a	61058	3	1
244.472	n/a	61119	5	1
244.812	n/a	61204	201	1
245.028	n/a	61258	6	1
245.312	n/a	61329	4	1
245.668	n/a	61418	5	1
246.404	n/a	61602	3	1
246.704	n/a	61677	6	1
246.928	n/a	61733	5	1
246.948	n/a	61738	201	1
247.292	n/a	61824	3	1
248.096	n/a	62025	6	1
248.468	n/a	62118	5	1
249.196	n/a	62300	2	1
249.624	n/a	62407	5	1
250.184	n/a	62547	6	1
250.78	n/a	62696	4	1
251.54	n/a	62886	6	1
252.172	n/a	63044	4	1
252.932	n/a	63234	6	1
253.596	n/a	63400	6	1
253.892	n/a	63474	5	1
254.224	n/a	63557	6	1
254.592	n/a	63649	6	1
254.932	n/a	63734	1	1
255.452	n/a	63864	6	1
255.732	n/a	63934	5	1
256.04	n/a	64011	3	1
256.352	n/a	64089	201	1
256.776	n/a	64195	5	1
257.38	n/a	64346	3	1
257.804	n/a	64452	6	1
258.32	n/a	64581	5	1
259.012	n/a	64754	5	1
259.616	n/a	64905	5	1
260.304	n/a	65077	2	1
260.736	n/a	65185	6	1
261.444	n/a	65362	3	1
261.86	n/a	65466	5	1
261.9	n/a	65476	201	1
262.328	n/a	65583	6	1
262.592	n/a	65649	6	1
263.328	n/a	65833	5	1
263.868	n/a	65968	6	1
264.22	n/a	66056	1	1
264.556	n/a	66140	5	1
265.088	n/a	66273	5	1
265.46	n/a	66366	6	1
266.124	n/a	66532	5	1
266.356	n/a	66590	6	1
266.784	n/a	66697	4	1
267.488	n/a	66873	5	1
267.98	n/a	66996	6	1
268.492	n/a	67124	5	1
269.072	n/a	67269	6	1
269.308	n/a	67328	5	1
269.996	n/a	67500	2	1
270.476	n/a	67620	5	1
270.78	n/a	67696	6	1
271.128	n/a	67783	4	1
271.724	n/a	67932	6	1
272.336	n/a	68085	6	1
272.636	n/a	68160	6	1
272.952	n/a	68239	6	1
273.416	n/a	68355	6	1
282.62	n/a	70656	202	3
290.276	n/a	72570	1	3
291.012	n/a	72754	11	3
291.256	n/a	72815	14	3
291.572	n/a	72894	11	3
291.816	n/a	72955	11	3
292.068	n/a	73018	11	3
292.544	n/a	73137	7	3
292.928	n/a	73233	201	3
293.304	n/a	73327	11	3
293.672	n/a	73419	2	3
294.272	n/a	73569	12	3
294.564	n/a	73642	9	3
294.976	n/a	73745	13	3
295.584	n/a	73897	12	3
296.296	n/a	74075	8	3
296.596	n/a	74150	201	3
296.644	n/a	74162	12	3
297.076	n/a	74270	13	3
297.324	n/a	74332	12	3
298.068	n/a	74518	12	3
298.432	n/a	74609	1	3
298.964	n/a	74742	14	3
299.172	n/a	74794	11	3
299.68	n/a	74921	11	3
300.416	n/a	75105	7	3
300.684	n/a	75172	14	3
300.804	n/a	75202	201	3
301.368	n/a	75343	11	3
301.78	n/a	75446	10	3
302.492	n/a	75624	14	3
302.936	n/a	75735	11	3
303.272	n/a	75819	14	3
303.972	n/a	75994	2	3
304.336	n/a	76085	13	3
304.728	n/a	76183	12	3
305.208	n/a	76303	12	3
305.856	n/a	76465	13	3
306.336	n/a	76585	8	3
306.652	n/a	76664	201	3
306.852	n/a	76714	12	3
307.284	n/a	76822	13	3
307.528	n/a	76883	12	3
307.876	n/a	76970	1	3
308.264	n/a	77067	11	3
308.5	n/a	77126	7	3
308.876	n/a	77220	201	3
309.22	n/a	77306	14	3
310.016	n/a	77505	14	3
310.468	n/a	77618	11	3
311.048	n/a	77763	11	3
311.524	n/a	77882	7	3
311.88	n/a	77971	201	3
311.988	n/a	77998	14	3
312.636	n/a	78160	11	3
312.94	n/a	78236	11	3
313.676	n/a	78420	14	3
313.68	n/a	78421	2	3
314.372	n/a	78594	10	3
314.596	n/a	78650	11	3
315.352	n/a	78839	14	3
315.58	n/a	78896	11	3
316.328	n/a	79083	14	3
316.784	n/a	79197	11	3
317.044	n/a	79262	2	3
317.652	n/a	79414	12	3
318.004	n/a	79502	13	3
318.284	n/a	79572	8	3
318.6	n/a	79651	12	3
318.716	n/a	79680	201	3
319.392	n/a	79849	12	3
320.168	n/a	80043	13	3
320.536	n/a	80135	12	3
321.188	n/a	80298	13	3
321.596	n/a	80400	8	3
321.924	n/a	80482	201	3
322.376	n/a	80595	12	3
323.104	n/a	80777	12	3
323.876	n/a	80970	1	3
324.272	n/a	81069	11	3
324.636	n/a	81160	7	3
324.928	n/a	81233	11	3
324.968	n/a	81243	201	3
325.708	n/a	81428	7	3
326.132	n/a	81534	201	3
326.156	n/a	81540	14	3
326.816	n/a	81705	11	3
327.288	n/a	81823	11	3
327.796	n/a	81950	10	3
328.344	n/a	82087	11	3
328.668	n/a	82168	11	3
328.888	n/a	82223	14	3
329.212	n/a	82304	7	3
329.576	n/a	82395	201	3
329.864	n/a	82467	2	3
330.312	n/a	82579	12	3
330.764	n/a	82692	9	3
330.992	n/a	82749	12	3
331.416	n/a	82855	13	3
331.64	n/a	82911	12	3
332.336	n/a	83085	8	3
332.612	n/a	83154	201	3
333.096	n/a	83275	12	3
333.512	n/a	83379	12	3
333.908	n/a	83478	8	3
334.224	n/a	83557	201	3
334.62	n/a	83656	12	3
335.288	n/a	83823	1	3
335.732	n/a	83934	14	3
335.992	n/a	83999	7	3
336.376	n/a	84095	201	3
336.476	n/a	84120	10	3
336.94	n/a	84236	11	3
337.28	n/a	84321	11	3
338.052	n/a	84514	14	3
338.652	n/a	84664	11	3
338.892	n/a	84724	11	3
339.12	n/a	84781	11	3
339.492	n/a	84874	14	3
339.8	n/a	84951	11	3
340.604	n/a	85152	11	3
341.304	n/a	85327	11	3
341.868	n/a	85468	7	3
342.152	n/a	85539	11	3
342.228	n/a	85558	201	3
342.468	n/a	85618	2	3
342.936	n/a	85735	13	3
343.24	n/a	85811	12	3
343.452	n/a	85864	12	3
344.148	n/a	86038	8	3
344.42	n/a	86106	201	3
344.544	n/a	86137	13	3
344.86	n/a	86216	9	3
345.54	n/a	86386	12	3
345.908	n/a	86478	12	3
346.184	n/a	86547	13	3
346.452	n/a	86614	12	3
347.088	n/a	86773	1	3
347.56	n/a	86891	11	3
347.896	n/a	86975	10	3
348.26	n/a	87066	11	3
348.608	n/a	87153	14	3
348.84	n/a	87211	7	3
349.068	n/a	87268	11	3
349.176	n/a	87295	201	3
349.808	n/a	87453	11	3
350.132	n/a	87534	14	3
350.416	n/a	87605	11	3
351.064	n/a	87767	11	3
351.34	n/a	87836	14	3
351.58	n/a	87896	11	3
352.336	n/a	88085	10	3
352.812	n/a	88204	11	3
353.476	n/a	88370	11	3
353.76	n/a	88441	2	3
354.444	n/a	88612	13	3
354.788	n/a	88698	9	3
355.136	n/a	88785	12	3
355.668	n/a	88918	12	3
356.296	n/a	89075	12	3
356.92	n/a	89231	13	3
357.372	n/a	89344	12	3
358.04	n/a	89511	1	3
358.532	n/a	89634	11	3
358.94	n/a	89736	7	3
359.272	n/a	89819	201	3
359.428	n/a	89858	14	3
359.948	n/a	89988	11	3
360.572	n/a	90144	2	3
360.896	n/a	90225	13	3
361.216	n/a	90305	12	3
361.812	n/a	90454	13	3
362.392	n/a	90599	12	3
363.024	n/a	90757	13	3
363.288	n/a	90823	8	3
363.572	n/a	90894	12	3
363.6	n/a	90901	201	3
363.98	n/a	90996	13	3
364.764	n/a	91192	12	3
365.444	n/a	91362	8	3
365.752	n/a	91439	201	3
365.84	n/a	91461	12	3
366.18	n/a	91546	1	3
366.636	n/a	91660	14	3
366.9	n/a	91726	11	3
367.272	n/a	91819	11	3
367.496	n/a	91875	11	3
367.744	n/a	91937	14	3
368.012	n/a	92004	11	3
368.268	n/a	92068	7	3
368.596	n/a	92150	201	3
368.812	n/a	92204	11	3
369.12	n/a	92281	14	3
369.868	n/a	92468	11	3
370.16	n/a	92541	11	3
370.388	n/a	92598	7	3
370.74	n/a	92686	201	3
371.02	n/a	92756	11	3
371.46	n/a	92866	11	3
371.84	n/a	92961	11	3
372.54	n/a	93136	2	3
373.112	n/a	93279	13	3
373.348	n/a	93338	8	3
373.612	n/a	93404	13	3
373.844	n/a	93462	12	3
374.176	n/a	93545	12	3
374.544	n/a	93637	13	3
374.804	n/a	93702	12	3
375.396	n/a	93850	9	3
375.764	n/a	93942	12	3
376.428	n/a	94108	12	3
377.108	n/a	94278	12	3
377.54	n/a	94386	8	3
377.832	n/a	94459	201	3
378.284	n/a	94572	12	3
378.692	n/a	94674	1	3
379.048	n/a	94763	14	3
379.344	n/a	94837	10	3
379.6	n/a	94901	11	3
380.316	n/a	95080	11	3
380.904	n/a	95227	14	3
381.596	n/a	95400	11	3
382.328	n/a	95583	7	3
382.668	n/a	95668	201	3
382.804	n/a	95702	11	3
383.34	n/a	95836	14	3
383.976	n/a	95995	2	3
384.484	n/a	96122	13	3
384.732	n/a	96184	12	3
385.16	n/a	96291	12	3
385.792	n/a	96449	13	3
386.124	n/a	96532	8	3
386.536	n/a	96635	12	3
386.544	n/a	96637	201	3
387.316	n/a	96830	13	3
387.716	n/a	96930	1	3
388.22	n/a	97056	11	3
388.46	n/a	97116	10	3
388.972	n/a	97244	12	3
389.236	n/a	97310	2	3
389.584	n/a	97397	12	3
390.144	n/a	97537	13	3
390.696	n/a	97675	8	3
391.012	n/a	97754	201	3
391.46	n/a	97866	12	3
392.216	n/a	98055	13	3
392.6	n/a	98151	12	3
393.016	n/a	98255	12	3
393.724	n/a	98432	1	3
394.108	n/a	98528	14	3
394.872	n/a	98719	7	3
395.528	n/a	98883	201	3
395.576	n/a	98895	11	3
396.328	n/a	99083	11	3
397.124	n/a	99282	14	3
397.688	n/a	99423	11	3
397.9	n/a	99476	2	3
398.236	n/a	99560	12	3
398.836	n/a	99710	13	3
399.38	n/a	99846	8	3
399.664	n/a	99917	201	3
399.728	n/a	99933	12	3
400.128	n/a	100033	13	3
400.488	n/a	100123	12	3
400.748	n/a	100188	13	3
401.396	n/a	100350	9	3
402.08	n/a	100521	12	3
402.412	n/a	100604	8	3
402.72	n/a	100681	201	3
403.172	n/a	100794	12	3
403.428	n/a	100858	1	3
403.868	n/a	100968	14	3
404.288	n/a	101073	7	3
404.652	n/a	101164	11	3
404.732	n/a	101184	201	3
404.92	n/a	101231	11	3
405.376	n/a	101345	14	3
405.94	n/a	101486	14	3
406.408	n/a	101603	11	3
406.852	n/a	101714	14	3
407.464	n/a	101867	2	3
407.98	n/a	101996	12	3
408.244	n/a	102062	8	3
408.54	n/a	102136	201	3
408.708	n/a	102178	12	3
409.04	n/a	102261	12	3
409.34	n/a	102336	13	3
409.604	n/a	102402	12	3
410.344	n/a	102587	9	3
410.96	n/a	102741	12	3
411.24	n/a	102811	9	3
412.04	n/a	103011	12	3
412.32	n/a	103081	13	3
413.0	n/a	103251	12	3
413.28	n/a	103321	12	3
413.812	n/a	103454	12	3
417.788	n/a	104448	202	3
424.72	n/a	106181	2	3
425.212	n/a	106304	12	3
425.744	n/a	106437	12	3
426.444	n/a	106612	13	3
427.116	n/a	106780	11	3
427.508	n/a	106878	11	3
428.2	n/a	107051	9	3
428.608	n/a	107153	12	3
429.224	n/a	107307	12	3
429.98	n/a	107496	13	3
430.632	n/a	107659	12	3
430.864	n/a	107717	12	3
431.192	n/a	107799	1	3
431.572	n/a	107894	11	3
432.264	n/a	108067	7	3
432.608	n/a	108153	201	3
432.808	n/a	108203	11	3
433.132	n/a	108284	11	3
433.448	n/a	108363	2	3
433.844	n/a	108462	12	3
434.492	n/a	108624	8	3
434.772	n/a	108694	201	3
434.908	n/a	108728	12	3
435.352	n/a	108839	12	3
435.568	n/a	108893	12	3
436.3	n/a	109076	12	3
436.7	n/a	109176	1	3
437.144	n/a	109287	14	3
437.712	n/a	109429	7	3
438.016	n/a	109505	201	3
438.264	n/a	109567	11	3
438.632	n/a	109659	11	3
439.096	n/a	109775	11	3
439.4	n/a	109851	11	3
439.62	n/a	109906	7	3
439.96	n/a	109991	11	3
440.2	n/a	110051	201	3
440.444	n/a	110112	11	3
441.228	n/a	110308	2	3
441.732	n/a	110434	13	3
442.048	n/a	110513	8	3
442.292	n/a	110574	201	3
442.404	n/a	110602	9	3
443.076	n/a	110770	12	3
443.756	n/a	110940	12	3
443.972	n/a	110994	8	3
444.308	n/a	111078	201	3
444.388	n/a	111098	13	3
444.864	n/a	111217	12	3
445.596	n/a	111400	8	3
445.968	n/a	111493	201	3
446.36	n/a	111591	13	3
446.688	n/a	111673	12	3
447.104	n/a	111777	12	3
447.348	n/a	111838	13	3
447.684	n/a	111922	12	3
448.412	n/a	112104	12	3
449.156	n/a	112290	13	3
449.936	n/a	112485	12	3
450.3	n/a	112576	1	3
450.68	n/a	112671	14	3
451.032	n/a	112759	11	3
