onset	duration	sample	sub_block	trial	focus_modality	event_type	attention_status	task_role	condition	event_code	cond_code
1.02	n/a	256	0	0	visual	pause_recording	n/a	n/a	attend_visual	202	2
6.228	n/a	1558	1	0	visual	look_word	unattended	cue_visual	attend_visual	2	2
6.7	n/a	1676	1	1	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
7.164	n/a	1792	1	2	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
7.916	n/a	1980	1	3	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
8.584	n/a	2147	1	4	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
8.916	n/a	2230	1	5	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
9.652	n/a	2414	1	6	visual	high_tone	unattended	infrequent_stimulus	attend_visual	3	2
10.016	n/a	2505	1	7	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
10.444	n/a	2612	1	8	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
11.188	n/a	2798	1	9	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
11.972	n/a	2994	1	10	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
12.3	n/a	3076	1	11	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
12.708	n/a	3178	2	11	visual	hear_word	unattended	cue_visual	attend_visual	1	2
13.156	n/a	3290	2	12	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
13.852	n/a	3464	2	13	visual	high_tone	unattended	infrequent_stimulus	attend_visual	3	2
14.36	n/a	3591	2	14	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
14.756	n/a	3690	2	15	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
14.972	n/a	3744	3	15	visual	look_word	unattended	cue_visual	attend_visual	2	2
15.5	n/a	3876	3	16	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
16.228	n/a	4058	3	17	visual	light_bar	attended	infrequent_stimulus	attend_visual	4	2
16.62	n/a	4156	3	17	visual	button_press	n/a	target_detected	attend_visual	201	2
16.724	n/a	4182	3	18	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
17.324	n/a	4332	3	19	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
17.672	n/a	4419	3	20	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
18.4	n/a	4601	3	21	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
18.752	n/a	4689	4	21	visual	hear_word	unattended	cue_visual	attend_visual	1	2
19.096	n/a	4775	4	22	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
19.6	n/a	4901	4	23	visual	high_tone	unattended	infrequent_stimulus	attend_visual	3	2
20.072	n/a	5019	4	24	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
20.308	n/a	5078	4	25	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
20.892	n/a	5224	4	26	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
21.22	n/a	5306	4	27	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
21.584	n/a	5397	4	28	visual	high_tone	unattended	infrequent_stimulus	attend_visual	3	2
21.808	n/a	5453	4	29	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
22.284	n/a	5572	4	30	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
23.024	n/a	5757	5	30	visual	look_word	unattended	cue_visual	attend_visual	2	2
23.536	n/a	5885	5	31	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
23.884	n/a	5972	5	32	visual	light_bar	attended	infrequent_stimulus	attend_visual	4	2
24.228	n/a	6058	5	33	visual	high_tone	unattended	infrequent_stimulus	attend_visual	3	2
24.284	n/a	6072	5	33	visual	button_press	n/a	target_detected	attend_visual	201	2
24.86	n/a	6216	5	34	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
25.556	n/a	6390	5	35	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
25.888	n/a	6473	5	36	visual	light_bar	attended	infrequent_stimulus	attend_visual	4	2
26.228	n/a	6558	5	36	visual	button_press	n/a	target_detected	attend_visual	201	2
26.248	n/a	6563	5	37	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
26.832	n/a	6709	5	38	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
27.496	n/a	6875	5	39	visual	light_bar	attended	infrequent_stimulus	attend_visual	4	2
27.82	n/a	6956	5	39	visual	button_press	n/a	target_detected	attend_visual	201	2
28.292	n/a	7074	5	40	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
